,GPS_time,SatPRN,Pseudo_range,CN0,SatX,SatY,SatZ
1164,1.3970624524260424e+18,08,211.1378173828125,36.9,25041345.086038537,4797453.010431419,8076687.4263950065
1165,1.3970624524260424e+18,10,394.1807556152344,26.1,-1664974.7728759423,17355681.108974405,20143798.775124278
1179,1.3970624534260424e+18,02,-476.3207092285156,44.3,14642830.723245883,-4823374.291243066,22094354.23959723
1180,1.3970624534260424e+18,03,-475.936279296875,50.4,23133378.199593894,-12045788.929652201,4509366.290638554
1181,1.3970624534260424e+18,08,211.5906524658203,45.8,25042184.96815563,4798098.803862259,8073780.573018595
1182,1.3970624534260424e+18,10,386.1439208984375,28.2,-1667110.1090945918,17357014.969111905,20142428.088451974
1183,1.3970624534260424e+18,21,-314.1368103027344,45.9,15767117.449894952,1948606.2950457912,21846262.10807747
1184,1.3970624534260424e+18,27,575.3529052734375,40.6,23089310.776671335,13304771.179464707,-3083619.307915232
1185,1.3970624534260424e+18,32,287.9320373535156,35.3,7763759.798089295,17831142.075530328,18388768.238986365
1208,1.3970624534260424e+18,03,-475.96673583984375,40.9,23133378.199593894,-12045788.929652201,4509366.290638554
1209,1.3970624534260424e+18,08,211.59075927734372,36.4,25042184.96815563,4798098.803862259,8073780.573018595
1210,1.3970624534260424e+18,27,574.6117553710938,24.6,23089310.776671335,13304771.179464707,-3083619.307915232
1225,1.3970624544260424e+18,02,-476.3168640136719,44.5,14643287.310126511,-4820722.780424845,22094663.747421592
1226,1.3970624544260424e+18,03,-476.2516174316406,49.7,23133009.130897384,-12045277.746672297,4512532.007179211
1227,1.3970624544260424e+18,08,211.4478759765625,45.5,25043024.55582579,4798744.400358731,8070873.5514131775
1228,1.3970624544260424e+18,21,-313.8175048828125,48.3,15767558.46115787,1951224.7872308223,21845797.862053484
1229,1.3970624544260424e+18,27,575.104248046875,44.2,23088891.98360555,13304833.340450536,-3086739.165488559
1230,1.3970624544260424e+18,32,289.0902404785156,43.2,7761633.857180767,17830293.748261448,18390488.363503415
1252,1.3970624544260424e+18,03,-476.2515563964844,40.3,23133009.130897384,-12045277.746672297,4512532.007179211
1253,1.3970624544260424e+18,08,211.45529174804688,35.3,25043024.55582579,4798744.400358731,8070873.5514131775
1254,1.3970624544260424e+18,10,394.56298828125,30.2,-1669245.24120552,17358348.87756475,20141056.966447588
1272,1.3970624554260424e+18,02,-476.3696899414063,46.9,14643744.063161507,-4818071.263615242,22094972.804892883
1273,1.3970624554260424e+18,03,-476.42388916015625,49.2,23132639.76249011,-12044766.314954912,4515697.626714193
1274,1.3970624554260424e+18,08,211.30679321289065,43.7,25043863.849033836,4799389.799973645,8067966.361552469
1275,1.3970624554260424e+18,21,-313.83819580078125,48.3,15767999.619334348,1953843.1859772252,21845333.174247317
1276,1.3970624554260424e+18,27,574.94970703125,43.4,23088472.84560122,13304895.35855615,-3089858.959369111
1277,1.3970624554260424e+18,32,289.2166442871094,43.7,7759507.672492773,17829445.45525,18392208.10568285
1303,1.3970624554260424e+18,03,-476.353759765625,40.6,23132639.76249011,-12044766.314954912,4515697.626714193
1304,1.3970624554260424e+18,08,211.4338531494141,35.1,25043863.849033836,4799389.799973645,8067966.361552469
1305,1.3970624554260424e+18,10,395.23529052734375,31.1,-1671380.1357720112,17359682.813413385,20139685.4305854
1306,1.3970624554260424e+18,27,575.2615356445312,24.2,23088472.84560122,13304895.35855615,-3089858.959369111
1307,1.3970624554260424e+18,32,289.204345703125,22.4,7759507.672492773,17829445.45525,18392208.10568285
1326,1.3970624564260424e+18,02,-476.3020935058594,45.2,14644200.982348522,-4815419.740862699,22095281.41200806
1327,1.3970624564260424e+18,03,-476.3359069824219,47.2,23132270.094419267,-12044254.63447146,4518863.149127351
1328,1.3970624564260424e+18,08,211.4059295654297,42.0,25044702.84773023,4800035.002732796,8065059.003529671
1329,1.3970624564260424e+18,10,394.7668762207031,40.3,-1673514.7927087713,17361016.776570287,20138313.48093554
1330,1.3970624564260424e+18,21,-313.9066467285156,48.2,15768440.924419818,1956461.4913030537,21844868.04465799
1331,1.3970624564260424e+18,27,574.8694458007812,42.8,23088053.36264976,13304957.233831175,-3092978.689461055
1332,1.3970624564260424e+18,28,-466.1318359375,35.1,5163905.746021828,25836552.934658278,-3384265.9167641057
1333,1.3970624564260424e+18,32,289.03643798828125,43.5,7757381.244074178,17828597.196548983,18393927.465480115
1358,1.3970624564260424e+18,03,-476.3250122070313,38.0,23132270.094419267,-12044254.63447146,4518863.149127351
1359,1.3970624564260424e+18,08,211.40213012695312,36.5,25044702.84773023,4800035.002732796,8065059.003529671
1360,1.3970624564260424e+18,10,394.8952941894531,33.6,-1673514.7927087713,17361016.776570287,20138313.48093554
1378,1.3970624574260424e+18,02,-475.6471252441406,46.4,14644658.067684263,-4812768.212221222,22095589.568763413
1379,1.3970624574260424e+18,03,-475.3610229492188,47.6,23131900.126716133,-12043742.705172628,4522028.574435575
1380,1.3970624574260424e+18,08,212.18038940429688,41.6,25045541.551844552,4800680.00864646,8062151.47751005
1381,1.3970624574260424e+18,10,395.095458984375,37.8,-1675649.2454029229,17362350.78786927,20136941.09604204
1382,1.3970624574260424e+18,21,-313.3022155761719,48.2,15768882.376380313,1959079.7030513855,21844402.473315537
1383,1.3970624574260424e+18,27,575.3602294921875,43.5,23087633.534754623,13305018.966323582,-3096098.3555785045
1384,1.3970624574260424e+18,28,-465.9339904785156,40.7,5163677.427003393,25837007.831932914,-3381127.364674534
1385,1.3970624574260424e+18,32,289.2563171386719,42.1,7755254.571933133,17827748.97219527,18395646.44288352
1412,1.3970624574260424e+18,03,-475.4197998046875,39.1,23131900.126716133,-12043742.705172628,4522028.574435575
1413,1.3970624574260424e+18,08,212.07034301757807,37.1,25045541.551844552,4800680.00864646,8062151.47751005
1414,1.3970624574260424e+18,10,394.8057556152344,33.5,-1675649.2454029229,17362350.78786927,20136941.09604204
1430,1.3970624584260426e+18,02,-474.8070373535156,44.2,14645115.31915126,-4810116.677826986,22095897.275145706
1431,1.3970624584260426e+18,03,-474.82763671875,49.7,23131529.85943614,-12043230.527041722,4525193.90245124
1432,1.3970624584260426e+18,08,212.7607269287109,39.2,25046379.961366612,4801324.817770807,8059243.783450427
1433,1.3970624584260426e+18,10,394.69049072265625,38.6,-1677783.477217893,17363684.836884573,20135568.286597088
1434,1.3970624584260426e+18,21,-313.123291015625,45.4,15769323.9752109,1961697.8212380605,21843936.46021937
1435,1.3970624584260426e+18,27,575.715576171875,42.7,23087213.361888833,13305080.556085564,-3099217.9577633003
1436,1.3970624584260426e+18,28,-466.01898193359375,42.1,5163449.091943858,25837462.350435685,-3377988.740654393
1437,1.3970624584260426e+18,32,289.2453918457031,41.3,7753127.656165042,17826900.782260433,18397365.03781091
1464,1.3970624584260426e+18,03,-474.86181640625,42.3,23131529.85943614,-12043230.527041722,4525193.90245124
1465,1.3970624584260426e+18,08,212.52496337890625,38.4,25046379.961366612,4801324.817770807,8059243.783450427
1466,1.3970624584260426e+18,10,394.7485046386719,29.8,-1677783.477217893,17363684.836884573,20135568.286597088
1467,1.3970624584260426e+18,27,575.5291137695312,24.2,23087213.361888833,13305080.556085564,-3099217.9577633003
1468,1.3970624584260426e+18,28,-465.8256530761719,20.9,5163449.091943858,25837462.350435685,-3377988.740654393
1469,1.3970624584260426e+18,32,289.15338134765625,22.9,7753127.656165042,17826900.782260433,18397365.03781091
1487,1.3970624594260426e+18,02,-475.723388671875,42.2,14645572.73676734,-4807465.137611244,22096204.531165514
1488,1.3970624594260426e+18,03,-475.10833740234375,49.4,23131159.29261049,-12042718.100028627,4528359.133193831
1489,1.3970624594260426e+18,08,212.27720642089844,40.5,25047218.076228477,4801969.430117987,8056335.92150764
1490,1.3970624594260426e+18,10,393.8875427246094,35.3,-1679917.487989908,17365018.923483767,20134195.05270802
1491,1.3970624594260426e+18,21,-313.5815124511719,46.9,15769765.72088763,1964315.8457660913,21843470.00538894
1492,1.3970624594260426e+18,27,575.0902099609375,41.9,23086792.844027355,13305142.003169117,-3102337.496042007
1493,1.3970624594260426e+18,28,-467.960693359375,33.3,5163220.74078674,25837916.490171142,-3374850.044704293
1494,1.3970624594260426e+18,32,288.6961975097656,38.9,7751000.496750064,17826052.62677016,18399083.250273213
1520,1.3970624594260426e+18,03,-475.0978088378906,41.4,23131159.29261049,-12042718.100028627,4528359.133193831
1521,1.3970624594260426e+18,08,212.28407287597656,37.8,25047218.076228477,4801969.430117987,8056335.92150764
1522,1.3970624594260426e+18,10,394.3973693847656,28.3,-1679917.487989908,17365018.923483767,20134195.05270802
1523,1.3970624594260426e+18,32,288.2742004394531,27.0,7751000.496750064,17826052.62677016,18399083.250273213
1542,1.3970624604260426e+18,02,-474.9269714355469,37.3,14646030.32050023,-4804813.59179567,22096511.33679975
1543,1.3970624604260426e+18,03,-474.7986450195313,49.8,23130788.42628148,-12042205.424099213,4531524.266586259
1544,1.3970624604260426e+18,08,212.61917114257807,40.6,25048055.896422632,4802613.845746538,8053427.891629009
1545,1.3970624604260426e+18,10,394.1634216308594,41.4,-1682051.27774229,17366353.0476513,20132821.39436189
1546,1.3970624604260426e+18,21,-313.27020263671875,42.9,15770207.613394147,1966933.7765836301,21843003.108835697
1547,1.3970624604260426e+18,27,575.750244140625,41.1,23086371.981199373,13305203.307618607,-3105456.9700380974
1548,1.3970624604260426e+18,32,288.8608703613281,40.1,7748873.09377541,17825204.505792774,18400801.08019491
1574,1.3970624604260426e+18,03,-474.7770385742188,41.5,23130788.42628148,-12042205.424099213,4531524.266586259
1575,1.3970624604260426e+18,08,212.67466735839844,38.1,25048055.896422632,4802613.845746538,8053427.891629009
1576,1.3970624604260426e+18,10,394.2776184082031,34.6,-1682051.27774229,17366353.0476513,20132821.39436189
1577,1.3970624604260426e+18,27,575.2742919921875,27.8,23086371.981199373,13305203.307618607,-3105456.9700380974
1593,1.3970624614260426e+18,02,-474.96673583984375,35.6,14646488.07036955,-4802162.040301282,22096817.69206009
1594,1.3970624614260426e+18,03,-474.5791320800781,50.3,23130417.260492645,-12041692.49921986,4534689.302544092
1595,1.3970624614260426e+18,08,212.70350646972656,40.9,25048893.42189274,4803258.064677124,8050519.693931448
1596,1.3970624614260426e+18,10,392.7376098632813,35.5,-1684184.8463969082,17367687.209308118,20131447.311611105
1597,1.3970624614260426e+18,21,-313.6705627441406,33.5,15770649.652691923,1969551.6135073998,21842535.77059454
1598,1.3970624614260426e+18,27,575.3011474609375,43.9,23085950.773333244,13305264.469492666,-3108576.3801245824
1599,1.3970624614260426e+18,32,288.4632873535156,38.9,7746745.447140421,17824356.419321597,18402518.527652286
1624,1.3970624614260426e+18,03,-474.6860656738281,41.7,23130417.260492645,-12041692.49921986,4534689.302544092
1625,1.3970624614260426e+18,08,212.64117431640625,38.2,25048893.42189274,4803258.064677124,8050519.693931448
1626,1.3970624614260426e+18,10,393.80902099609375,30.4,-1684184.8463969082,17367687.209308118,20131447.311611105
1642,1.3970624624260426e+18,02,-473.6373291015625,35.0,14646945.986348176,-4799510.483319597,22097123.596927032
1643,1.3970624624260426e+18,03,-473.1638488769531,49.9,23130045.79528637,-12041179.325356554,4537854.240989891
1644,1.3970624624260426e+18,08,213.6680145263672,42.0,25049730.652586844,4803902.086934111,8047611.328516675
1645,1.3970624624260426e+18,10,390.4826049804688,31.2,-1686318.193999907,17369021.408452958,20130072.804427985
1646,1.3970624624260426e+18,21,-313.99664306640625,35.2,15771091.838813094,1972169.356772991,21842067.990625612
1647,1.3970624624260426e+18,27,575.7767333984375,43.3,23085529.220462058,13305325.488835087,-3111695.7258966155
1674,1.3970624624260426e+18,03,-473.1897277832031,40.7,23130045.79528637,-12041179.325356554,4537854.240989891
1675,1.3970624624260426e+18,08,213.56912231445312,38.3,25049730.652586844,4803902.086934111,8047611.328516675
1676,1.3970624624260426e+18,27,575.43994140625,25.0,23085529.220462058,13305325.488835087,-3111695.7258966155
1677,1.3970624624260426e+18,28,-466.8577270507813,21.2,5162535.588488647,25839276.640142992,-3365433.5022375244
1689,1.3970624634260426e+18,02,-473.140625,35.9,14647403.947954722,-4796859.475499809,22097429.005897783
1690,1.3970624634260426e+18,03,-471.7867736816406,50.6,23129674.030116495,-12040665.905053385,4541019.078115445
1691,1.3970624634260426e+18,08,214.5907287597656,42.1,25050567.581173193,4804545.875343484,8044702.839147278
1692,1.3970624634260426e+18,10,389.4264831542969,31.0,-1688451.3260377888,17370355.646961253,20128697.870638985
1693,1.3970624634260426e+18,21,-311.177734375,36.9,15771533.978978109,1974784.5724447872,21841600.07154744
1694,1.3970624634260426e+18,27,576.190673828125,44.2,23085107.396350436,13305386.273250392,-3114814.8421083763
1718,1.3970624634260426e+18,03,-471.84075927734375,41.7,23129674.030116495,-12040665.905053385,4541019.078115445
1719,1.3970624634260426e+18,08,214.5701141357422,38.9,25050567.581173193,4804545.875343484,8044702.839147278
1732,1.3970624644260426e+18,02,-472.16802978515625,42.2,14647862.316671599,-4794207.3528106725,22097734.055500645
1733,1.3970624644260426e+18,03,-470.3562316894531,49.6,23129301.966793142,-12040152.230542151,4544183.825024629
1734,1.3970624644260426e+18,08,215.37831115722656,41.4,25051404.2295374,4805189.541599891,8041794.094601239
1735,1.3970624644260426e+18,10,390.9393310546875,32.1,-1690584.2254405627,17371689.91870426,20127322.517166432
1736,1.3970624644260426e+18,21,-311.14215087890625,42.7,15771976.651352964,1977404.561486906,21841131.10566365
1737,1.3970624644260426e+18,27,576.33349609375,45.9,23084685.079599977,13305447.10013365,-3117934.2246377855
1738,1.3970624644260426e+18,32,287.2601013183594,35.3,7740361.046488609,17821812.367765144,18407668.57420695
1763,1.3970624644260426e+18,03,-470.4236145019531,40.2,23129301.966793142,-12040152.230542151,4544183.825024629
1764,1.3970624644260426e+18,08,215.37615966796875,36.4,25051404.2295374,4805189.541599891,8041794.094601239
1765,1.3970624644260426e+18,27,576.24267578125,27.1,23084685.079599977,13305447.10013365,-3117934.2246377855
1766,1.3970624644260426e+18,28,-468.5268249511719,23.7,5162078.74006249,25840181.51046358,-3359155.4654241637
1781,1.3970624654260426e+18,02,-472.3142700195313,46.2,14648320.73098902,-4791555.779510733,22098038.60918628
1782,1.3970624654260426e+18,03,-469.54925537109375,48.6,23128929.603585318,-12039638.30951453,4547348.470508814
1783,1.3970624654260426e+18,08,215.69004821777344,40.7,25052240.57569994,4805832.974064932,8038885.226269443
1784,1.3970624654260426e+18,10,388.3893737792969,32.0,-1692716.909327859,17373024.229781285,20125946.737060335
1785,1.3970624654260426e+18,21,-310.9836120605469,46.1,15772419.277749775,1980022.0228962195,21840662.000681993
1786,1.3970624654260426e+18,27,576.0946655273438,46.0,23084262.49159294,13305507.692189025,-3121053.3774095164
1787,1.3970624654260426e+18,32,286.4110107421875,34.8,7738232.426205614,17820964.420050077,18409384.490954842
1812,1.3970624654260426e+18,03,-469.6480102539063,40.6,23128929.603585318,-12039638.30951453,4547348.470508814
1813,1.3970624654260426e+18,08,215.6017608642578,36.0,25052240.57569994,4805832.974064932,8038885.226269443
1814,1.3970624654260426e+18,27,575.2742919921875,26.0,23084262.49159294,13305507.692189025,-3121053.3774095164
1815,1.3970624654260426e+18,28,-470.0353698730469,30.2,5161850.291273424,25840633.37741232,-3356016.339816898
1830,1.3970624664260426e+18,02,-471.6292114257813,46.6,14648779.311401818,-4788904.200941507,22098342.71246373
1831,1.3970624664260426e+18,03,-468.28460693359375,50.0,23128556.94112309,-12039124.139355483,4550513.018233147
1832,1.3970624664260426e+18,08,216.2759552001953,41.2,25053076.626942255,4806476.210002504,8035976.190406462
1833,1.3970624664260426e+18,10,389.2171630859375,32.5,-1694849.3720832523,17374358.578175582,20124570.532581758
1834,1.3970624664260426e+18,21,-310.6197204589844,48.4,15772862.050861767,1982639.3901874996,21840192.454063557
1835,1.3970624664260426e+18,27,576.0186767578125,45.8,23083839.55850925,13305568.14191677,-3124172.4657631773
1836,1.3970624664260426e+18,28,-471.9212341308594,37.1,5161621.827803034,25841084.86204779,-3352877.167170603
1837,1.3970624664260426e+18,32,286.03839111328125,36.7,7736103.562367338,17820116.507050723,18411100.025128264
1864,1.3970624664260426e+18,03,-468.392578125,41.0,23128556.94112309,-12039124.139355483,4550513.018233147
1865,1.3970624664260426e+18,08,216.12619018554688,38.0,25053076.626942255,4806476.210002504,8035976.190406462
1866,1.3970624664260426e+18,28,-472.3140563964844,29.6,5161621.827803034,25841084.86204779,-3352877.167170603
1867,1.3970624664260426e+18,32,287.2166748046875,20.7,7736103.562367338,17820116.507050723,18411100.025128264
1885,1.397062467426043e+18,02,-471.8851013183594,45.4,14649238.057903817,-4786252.617172966,22098646.365327563
1886,1.397062467426043e+18,03,-468.8262634277344,47.6,23128183.979452714,-12038609.720035987,4553677.468088523
1887,1.397062467426043e+18,08,216.0151824951172,41.2,25053912.383205913,4807119.249431558,8033066.987137031
1888,1.397062467426043e+18,10,389.8927307128906,30.1,-1696981.613595738,17375692.963787217,20123193.903804615
1889,1.397062467426043e+18,21,-310.6652526855469,42.9,15773304.970682532,1985256.66336795,21839722.465809215
1890,1.397062467426043e+18,27,575.760498046875,44.4,23083416.28034209,13305628.449366309,-3127291.4895910514
1891,1.397062467426043e+18,28,-472.0900573730469,34.9,5161393.3460737765,25841535.971332587,-3349737.899107608
1892,1.397062467426043e+18,32,286.0911865234375,36.2,7733974.455332877,17819268.628943454,18412815.176432926
1915,1.397062467426043e+18,03,-468.45611572265625,40.9,23128183.979452714,-12038609.720035987,4553677.468088523
1916,1.397062467426043e+18,08,216.2975311279297,40.1,25053912.383205913,4807119.249431558,8033066.987137031
1917,1.397062467426043e+18,27,575.8094482421875,28.6,23083416.28034209,13305628.449366309,-3127291.4895910514
1918,1.397062467426043e+18,28,-471.4318542480469,26.2,5161393.3460737765,25841535.971332587,-3349737.899107608
1919,1.397062467426043e+18,32,287.1147766113281,27.3,7733974.455332877,17819268.628943454,18412815.176432926
1935,1.397062468426043e+18,02,-469.8851013183594,38.9,14649696.970493468,-4783601.028248237,22098949.5677754
1936,1.397062468426043e+18,03,-468.3190307617188,49.7,23127810.718610935,-12038095.05151353,4556841.820047623
1937,1.397062468426043e+18,08,217.271484375,41.5,25054747.84448568,4807762.092412536,8030157.61640034
1938,1.397062468426043e+18,21,-308.63623046875,50.1,15773748.037177479,1987873.8422785238,21839252.035949755
1939,1.397062468426043e+18,27,577.5961303710938,48.2,23082992.65707996,13305688.614588017,-3130410.448819096
1940,1.397062468426043e+18,28,-468.664794921875,39.6,5161164.847753564,25841986.701862276,-3346598.559319989
1941,1.397062468426043e+18,32,290.3025207519531,38.9,7731845.105000261,17818420.785721328,18414529.94494584
1965,1.397062468426043e+18,03,-468.6031494140625,37.1,23127810.718610935,-12038095.05151353,4556841.820047623
1966,1.397062468426043e+18,08,217.1434326171875,35.2,25054747.84448568,4807762.092412536,8030157.61640034
1967,1.397062468426043e+18,10,390.9444274902344,20.1,-1699113.6502668196,17377027.396852627,20121816.840134908
1968,1.397062468426043e+18,27,574.4835205078125,30.9,23082992.65707996,13305688.614588017,-3130410.448819096
1983,1.397062469426043e+18,02,-470.1890869140625,45.8,14650156.04918658,-4780949.434110144,22099252.31981633
1984,1.397062469426043e+18,03,-469.74847412109375,50.3,23127437.158643227,-12037580.133758202,4560006.0740076015
1985,1.397062469426043e+18,08,216.99362182617188,45.4,25055583.010712083,4808404.738956347,8027248.078359353
1986,1.397062469426043e+18,21,-308.3923034667969,52.3,15774191.250350049,1990490.9269850552,21838781.164475545
1987,1.397062469426043e+18,27,577.4727783203125,45.8,23082568.688712448,13305748.637631562,-3133529.3433678723
1988,1.397062469426043e+18,32,292.0539855957031,38.2,7729715.511400357,17817572.977430064,18416244.330637153
2012,1.397062469426043e+18,03,-469.5420837402344,35.1,23127437.158643227,-12037580.133758202,4560006.0740076015
2013,1.397062469426043e+18,08,217.0629425048828,32.2,25055583.010712083,4808404.738956347,8027248.078359353
2014,1.397062469426043e+18,27,577.6829833984375,36.8,23082568.688712448,13305748.637631562,-3133529.3433678723
2015,1.397062469426043e+18,28,-465.27777099609375,23.4,5160936.331066748,25842437.057027876,-3343459.1241903394
2030,1.397062470426043e+18,02,-472.1902770996094,46.8,14650615.293943493,-4778297.835021691,22099554.62142287
2031,1.397062470426043e+18,03,-472.8392028808594,50.2,23127063.29958411,-12037064.966724366,4563170.229960299
2032,1.397062470426043e+18,08,214.77915954589844,44.4,25056417.88185417,4809047.18910328,8024338.373043048
2033,1.397062470426043e+18,10,396.1058044433594,33.9,-1703377.0091561917,17379696.342674006,20119061.47268349
2034,1.397062470426043e+18,21,-310.0091247558594,51.1,15774634.610174324,1993107.917379425,21838309.85140816
2035,1.397062470426043e+18,27,575.678466796875,47.1,23082144.375219185,13305808.518548487,-3136648.1732290797
2036,1.397062470426043e+18,32,291.8335266113281,37.5,7727585.674567791,17816725.20411689,18417958.33347401
2061,1.397062470426043e+18,03,-472.7918395996094,35.7,23127063.29958411,-12037064.966724366,4563170.229960299
2062,1.397062470426043e+18,08,214.83590698242188,32.6,25056417.88185417,4809047.18910328,8024338.373043048
2063,1.397062470426043e+18,10,396.4614562988281,30.0,-1703377.0091561917,17379696.342674006,20119061.47268349
2064,1.397062470426043e+18,27,575.6450805664062,36.3,23082144.375219185,13305808.518548487,-3136648.1732290797
2081,1.397062471426043e+18,02,-471.9479675292969,47.2,14651074.704774491,-4775646.2309575,22099856.47260051
2082,1.397062471426043e+18,03,-473.4275512695313,49.9,23126689.14147539,-12036549.550376844,4566334.287834555
2083,1.397062471426043e+18,08,214.90451049804688,43.8,25057252.457891025,4809689.442901468,8021428.500445375
2084,1.397062471426043e+18,10,397.1999816894531,34.9,-1705508.3648500992,17381030.876323335,20117683.147279765
2085,1.397062471426043e+18,21,-309.4966735839844,51.1,15775078.116636964,1995724.8134285505,21837838.096755773
2086,1.397062471426043e+18,27,576.1446533203125,46.3,23081719.716589563,13305868.257388897,-3139766.9383229143
2087,1.397062471426043e+18,32,293.58502197265625,36.9,7725455.594678642,17815877.465885177,18419671.953309894
2113,1.397062471426043e+18,03,-473.376708984375,35.8,23126689.14147539,-12036549.550376844,4566334.287834555
2114,1.397062471426043e+18,08,214.89529418945312,31.6,25057252.457891025,4809689.442901468,8021428.500445375
2115,1.397062471426043e+18,10,398.4904174804688,34.0,-1705508.3648500992,17381030.876323335,20117683.147279765
2116,1.397062471426043e+18,27,576.1459350585938,35.8,23081719.716589563,13305868.257388897,-3139766.9383229143
2133,1.397062472426043e+18,02,-471.9291687011719,47.0,14651534.28167988,-4772994.621949816,22100157.873348106
2134,1.397062472426043e+18,03,-473.9370727539063,50.1,23126314.684360955,-12036033.884682884,4569498.247543014
2135,1.397062472426043e+18,08,214.98768615722656,42.8,25058086.738753226,4810331.500361768,8018518.460729445
2136,1.397062472426043e+18,10,399.5250549316406,35.4,-1707639.4990369277,17382365.446873616,20116304.39775864
2137,1.397062472426043e+18,21,-309.2677307128906,51.5,15775521.769715196,1998341.6150434464,21837365.90053661
2138,1.397062472426043e+18,27,576.46533203125,46.2,23081294.712808006,13305927.85420338,-3142885.638607352
2139,1.397062472426043e+18,28,-463.6980895996094,32.3,5160250.687955031,25843785.83549471,-3334040.49009354
2140,1.397062472426043e+18,32,294.4450378417969,37.4,7723325.271464239,17815029.76266166,18421385.190355737
2165,1.397062472426043e+18,03,-474.00299072265625,35.5,23126314.684360955,-12036033.884682884,4569498.247543014
2166,1.397062472426043e+18,08,214.62786865234372,34.7,25058086.738753226,4810331.500361768,8018518.460729445
2167,1.397062472426043e+18,10,399.3653259277344,31.8,-1707639.4990369277,17382365.446873616,20116304.39775864
2168,1.397062472426043e+18,27,576.2032470703125,33.5,23081294.712808006,13305927.85420338,-3142885.638607352
2169,1.397062472426043e+18,32,293.523681640625,21.4,7723325.271464239,17815029.76266166,18421385.190355737
2185,1.397062473426043e+18,02,-470.3756713867188,43.3,14651994.024640074,-4770343.008145368,22100458.823651556
2186,1.397062473426043e+18,03,-472.2492370605469,50.2,23125939.928288378,-12035517.969615048,4572662.108966638
2187,1.397062473426043e+18,08,216.95155334472656,43.7,25058920.724400617,4810973.361517567,8015608.253956335
2188,1.397062473426043e+18,10,401.6147766113281,33.3,-1709770.4115007417,17383700.05415933,20114925.22426203
2189,1.397062473426043e+18,21,-307.54864501953125,52.2,15775965.569384903,2000958.3221270675,21836893.262770332
2190,1.397062473426043e+18,27,578.6569213867188,47.3,23080869.363877945,13305987.309040166,-3146004.2738994453
2191,1.397062473426043e+18,28,-461.7380676269531,33.3,5160022.106096169,25844234.67179959,-3330900.795305369
2192,1.397062473426043e+18,32,296.24920654296875,32.4,7721194.705463484,17814182.094694134,18423098.04417328
2217,1.397062473426043e+18,03,-472.2101135253906,35.0,23125939.928288378,-12035517.969615048,4572662.108966638
2218,1.397062473426043e+18,08,216.5019073486328,35.7,25058920.724400617,4810973.361517567,8015608.253956335
2219,1.397062473426043e+18,10,403.5246887207031,30.7,-1709770.4115007417,17383700.05415933,20114925.22426203
2220,1.397062473426043e+18,27,578.739990234375,31.9,23080869.363877945,13305987.309040166,-3146004.2738994453
2221,1.397062473426043e+18,28,-462.7931823730469,21.9,5160022.106096169,25844234.67179959,-3330900.795305369
2222,1.397062473426043e+18,32,296.7090148925781,28.4,7721194.705463484,17814182.094694134,18423098.04417328
2239,1.397062474426043e+18,02,-469.8035278320313,44.3,14652453.93366357,-4767691.389529083,22100759.323515102
2240,1.397062474426043e+18,03,-471.4598693847656,50.5,23125564.873296898,-12035001.805134648,4575825.872056384
2241,1.397062474426043e+18,08,217.9208221435547,45.0,25059754.41480712,4811615.026413113,8012697.880138019
2242,1.397062474426043e+18,10,402.4235229492188,33.2,-1711901.1026390726,17385034.698399186,20113545.626534745
2243,1.397062474426043e+18,21,-306.9296875,51.3,15776409.51563575,2003574.9346642839,21836420.183461893
2244,1.397062474426043e+18,27,580.0421142578125,43.6,23080443.669781346,13306046.621950192,-3149122.8441756824
2245,1.397062474426043e+18,28,-460.444091796875,34.7,5159793.507380521,25844683.12923385,-3327761.029795836
2246,1.397062474426043e+18,32,297.3661499023437,35.7,7719063.8961410625,17813334.461803008,18424810.515187975
2273,1.397062474426043e+18,03,-471.4116821289063,37.3,23125564.873296898,-12035001.805134648,4575825.872056384
2274,1.397062474426043e+18,08,217.8888702392578,37.4,25059754.41480712,4811615.026413113,8012697.880138019
2275,1.397062474426043e+18,10,402.1059265136719,29.9,-1711901.1026390726,17385034.698399186,20113545.626534745
2276,1.397062474426043e+18,27,579.49169921875,26.7,23080443.669781346,13306046.621950192,-3149122.8441756824
2277,1.397062474426043e+18,32,297.3843078613281,26.0,7719063.8961410625,17813334.461803008,18424810.515187975
2291,1.397062475426043e+18,02,-471.4461669921875,41.7,14652914.008738045,-4765039.766205672,22101059.372929443
2292,1.397062475426043e+18,03,-472.4721374511719,48.6,23125189.519422058,-12034485.391197722,4578989.536794875
2293,1.397062475426043e+18,08,217.11871337890625,46.0,25060587.809923664,4812256.4950749315,8009787.339366758
2294,1.397062475426043e+18,10,399.626220703125,33.2,-1714031.5719271386,17386369.379234158,20112165.604918726
2295,1.397062475426043e+18,21,-308.33416748046875,49.3,15776853.608455185,2006191.4526263555,21835946.66261864
2296,1.397062475426043e+18,27,579.5610961914062,40.8,23080017.630486008,13306105.792986494,-3152241.3495152653
2297,1.397062475426043e+18,32,296.473876953125,42.6,7716932.843886977,17812486.8641769,18426522.60308129
2319,1.397062475426043e+18,03,-472.4517211914063,38.2,23125189.519422058,-12034485.391197722,4578989.536794875
2320,1.397062475426043e+18,08,217.15261840820312,36.8,25060587.809923664,4812256.4950749315,8009787.339366758
2321,1.397062475426043e+18,10,401.1605529785156,38.0,-1714031.5719271386,17386369.379234158,20112165.604918726
