,GPS_time,SatPRN,Pseudo_range,CN0,SatX,SatY,SatZ
3624,1.3970625014260431e+18,08,222.72923278808597,42.7,0.0,0.0,0.0
3625,1.3970625014260431e+18,10,394.3455810546875,39.9,0.0,0.0,0.0
3626,1.3970625014260431e+18,21,-306.9805908203125,44.5,0.0,0.0,0.0
3627,1.3970625014260431e+18,27,581.8541870117188,45.3,0.0,0.0,0.0
3628,1.3970625014260431e+18,32,293.31866455078125,41.5,0.0,0.0,0.0
3651,1.3970625014260431e+18,03,-469.0619812011719,28.2,0.0,0.0,0.0
3652,1.3970625014260431e+18,08,221.57098388671875,33.4,0.0,0.0,0.0
3653,1.3970625014260431e+18,10,393.5564270019531,28.3,0.0,0.0,0.0
3654,1.3970625014260431e+18,27,584.8685913085938,31.0,0.0,0.0,0.0
3655,1.3970625014260431e+18,32,290.3765563964844,27.4,0.0,0.0,0.0
3669,1.3970625024260434e+18,02,-463.7591552734375,43.4,0.0,0.0,0.0
3670,1.3970625024260434e+18,03,-460.2728271484375,33.9,0.0,0.0,0.0
3671,1.3970625024260434e+18,08,228.84716796875,38.5,0.0,0.0,0.0
3672,1.3970625024260434e+18,10,402.5471496582031,39.4,0.0,0.0,0.0
3673,1.3970625024260434e+18,21,-301.3360290527344,46.1,0.0,0.0,0.0
3674,1.3970625024260434e+18,27,588.3609619140625,44.5,0.0,0.0,0.0
3675,1.3970625024260434e+18,28,-462.6514892578125,29.9,0.0,0.0,0.0
3676,1.3970625024260434e+18,32,300.6058959960937,43.1,0.0,0.0,0.0
3701,1.3970625024260434e+18,03,-462.3938903808594,29.0,0.0,0.0,0.0
3702,1.3970625024260434e+18,08,228.87380981445312,28.9,0.0,0.0,0.0
3703,1.3970625024260434e+18,10,402.054931640625,30.8,0.0,0.0,0.0
3704,1.3970625024260434e+18,27,588.4873657226562,40.0,0.0,0.0,0.0
3722,1.3970625034260434e+18,02,-467.7229919433594,40.7,0.0,0.0,0.0
3723,1.3970625034260434e+18,03,-464.2499694824219,39.9,0.0,0.0,0.0
3724,1.3970625034260434e+18,08,225.26788330078125,39.9,0.0,0.0,0.0
3725,1.3970625034260434e+18,10,396.5054321289063,35.4,0.0,0.0,0.0
3726,1.3970625034260434e+18,21,-305.1290588378906,44.8,0.0,0.0,0.0
3727,1.3970625034260434e+18,27,585.1044921875,36.4,0.0,0.0,0.0
3728,1.3970625034260434e+18,28,-465.0872497558594,31.4,0.0,0.0,0.0
3729,1.3970625034260434e+18,32,297.1621398925781,43.1,0.0,0.0,0.0
3754,1.3970625034260434e+18,03,-464.2710266113281,37.2,0.0,0.0,0.0
3755,1.3970625034260434e+18,08,225.21633911132807,36.8,0.0,0.0,0.0
3756,1.3970625034260434e+18,27,583.7855834960938,26.2,0.0,0.0,0.0
3757,1.3970625034260434e+18,32,297.32061767578125,27.2,0.0,0.0,0.0
3775,1.3970625044260434e+18,02,-468.19183349609375,39.0,0.0,0.0,0.0
3776,1.3970625044260434e+18,03,-464.8938598632813,43.3,0.0,0.0,0.0
3777,1.3970625044260434e+18,08,224.8224639892578,46.4,0.0,0.0,0.0
3778,1.3970625044260434e+18,10,398.1446228027344,40.8,0.0,0.0,0.0
3779,1.3970625044260434e+18,21,-305.2548217773437,44.6,0.0,0.0,0.0
3780,1.3970625044260434e+18,27,584.5172729492188,40.5,0.0,0.0,0.0
3781,1.3970625044260434e+18,28,-462.2804260253906,33.3,0.0,0.0,0.0
3782,1.3970625044260434e+18,32,297.5038146972656,40.0,0.0,0.0,0.0
3807,1.3970625044260434e+18,03,-464.8798828125,38.6,0.0,0.0,0.0
3808,1.3970625044260434e+18,08,224.7766571044922,40.4,0.0,0.0,0.0
3809,1.3970625044260434e+18,10,398.2452697753906,29.4,0.0,0.0,0.0
3810,1.3970625044260434e+18,27,585.485107421875,37.3,0.0,0.0,0.0
3811,1.3970625044260434e+18,32,297.1661682128906,30.4,0.0,0.0,0.0
3829,1.3970625054260434e+18,02,-468.3604736328125,39.5,0.0,0.0,0.0
3830,1.3970625054260434e+18,03,-465.7814025878906,45.5,0.0,0.0,0.0
3831,1.3970625054260434e+18,08,224.12342834472656,49.3,0.0,0.0,0.0
3832,1.3970625054260434e+18,10,398.1404418945313,45.4,0.0,0.0,0.0
3833,1.3970625054260434e+18,21,-305.7046203613281,44.1,0.0,0.0,0.0
3834,1.3970625054260434e+18,27,584.035400390625,40.0,0.0,0.0,0.0
3835,1.3970625054260434e+18,28,-468.3888549804688,29.7,0.0,0.0,0.0
3836,1.3970625054260434e+18,32,297.4520568847656,44.2,0.0,0.0,0.0
3864,1.3970625054260434e+18,03,-465.8911437988281,40.9,0.0,0.0,0.0
3865,1.3970625054260434e+18,08,224.1060791015625,39.3,0.0,0.0,0.0
3866,1.3970625054260434e+18,10,398.0555114746094,34.5,0.0,0.0,0.0
3867,1.3970625054260434e+18,27,583.959228515625,35.6,0.0,0.0,0.0
3868,1.3970625054260434e+18,32,297.575439453125,27.8,0.0,0.0,0.0
3885,1.3970625064260434e+18,02,-468.5465393066406,43.5,0.0,0.0,0.0
3886,1.3970625064260434e+18,03,-465.8168029785156,49.7,0.0,0.0,0.0
3887,1.3970625064260434e+18,08,224.1811981201172,48.2,0.0,0.0,0.0
3888,1.3970625064260434e+18,10,398.3343200683594,44.5,0.0,0.0,0.0
3889,1.3970625064260434e+18,21,-305.5626220703125,45.2,0.0,0.0,0.0
3890,1.3970625064260434e+18,27,584.1614379882812,40.1,0.0,0.0,0.0
3891,1.3970625064260434e+18,32,297.45098876953125,42.0,0.0,0.0,0.0
3916,1.3970625064260434e+18,03,-465.761474609375,42.8,0.0,0.0,0.0
3917,1.3970625064260434e+18,08,224.22195434570312,38.4,0.0,0.0,0.0
3918,1.3970625064260434e+18,10,398.4078674316406,34.8,0.0,0.0,0.0
3919,1.3970625064260434e+18,27,584.037841796875,36.3,0.0,0.0,0.0
3936,1.3970625074260434e+18,02,-469.3361206054688,43.2,0.0,0.0,0.0
3937,1.3970625074260434e+18,03,-466.5296936035156,49.1,0.0,0.0,0.0
3938,1.3970625074260434e+18,08,223.55108642578125,47.4,0.0,0.0,0.0
3939,1.3970625074260434e+18,10,397.3951110839844,41.5,0.0,0.0,0.0
3940,1.3970625074260434e+18,21,-306.4548034667969,47.4,0.0,0.0,0.0
3941,1.3970625074260434e+18,27,583.3392333984375,45.3,0.0,0.0,0.0
3942,1.3970625074260434e+18,32,296.9345703125,40.1,0.0,0.0,0.0
3967,1.3970625074260434e+18,03,-466.3973693847656,39.4,0.0,0.0,0.0
3968,1.3970625074260434e+18,08,223.64471435546875,40.0,0.0,0.0,0.0
3969,1.3970625074260434e+18,10,397.6095581054688,32.3,0.0,0.0,0.0
3970,1.3970625074260434e+18,27,583.5554809570312,38.8,0.0,0.0,0.0
3971,1.3970625074260434e+18,32,296.9638366699219,25.1,0.0,0.0,0.0
3989,1.3970625084260434e+18,02,-470.1831359863281,41.5,0.0,0.0,0.0
3990,1.3970625084260434e+18,03,-468.041259765625,45.0,0.0,0.0,0.0
3991,1.3970625084260434e+18,08,222.37042236328125,46.3,0.0,0.0,0.0
3992,1.3970625084260434e+18,10,394.3265380859375,34.7,0.0,0.0,0.0
3993,1.3970625084260434e+18,21,-307.8852844238281,44.3,0.0,0.0,0.0
3994,1.3970625084260434e+18,27,582.3692016601562,45.8,0.0,0.0,0.0
3995,1.3970625084260434e+18,32,296.4009704589844,37.7,0.0,0.0,0.0
4022,1.3970625084260434e+18,03,-467.8798828125,38.4,0.0,0.0,0.0
4023,1.3970625084260434e+18,08,222.6947326660156,39.1,0.0,0.0,0.0
4024,1.3970625084260434e+18,10,395.709716796875,26.1,0.0,0.0,0.0
4025,1.3970625084260434e+18,27,582.559814453125,39.8,0.0,0.0,0.0
4026,1.3970625084260434e+18,32,296.07196044921875,25.4,0.0,0.0,0.0
4042,1.3970625094260434e+18,02,-477.9415893554688,35.4,0.0,0.0,0.0
4043,1.3970625094260434e+18,03,-468.24615478515625,36.5,0.0,0.0,0.0
4044,1.3970625094260434e+18,08,220.322021484375,42.0,0.0,0.0,0.0
4045,1.3970625094260434e+18,10,395.94091796875,38.0,0.0,0.0,0.0
4046,1.3970625094260434e+18,21,-316.70574951171875,37.7,0.0,0.0,0.0
4047,1.3970625094260434e+18,27,576.6312866210938,40.5,0.0,0.0,0.0
4048,1.3970625094260434e+18,32,294.4604187011719,38.5,0.0,0.0,0.0
4067,1.3970625094260434e+18,03,-478.044677734375,34.3,0.0,0.0,0.0
4068,1.3970625094260434e+18,08,213.87973022460935,31.4,0.0,0.0,0.0
4069,1.3970625094260434e+18,27,572.9971923828125,34.9,0.0,0.0,0.0
4080,1.3970625104260434e+18,02,-459.0172424316406,39.5,0.0,0.0,0.0
4081,1.3970625104260434e+18,03,-456.7809448242188,43.7,0.0,0.0,0.0
4082,1.3970625104260434e+18,08,233.57846069335935,46.3,0.0,0.0,0.0
4083,1.3970625104260434e+18,10,407.142822265625,42.7,0.0,0.0,0.0
4084,1.3970625104260434e+18,21,-296.5346374511719,40.6,0.0,0.0,0.0
4085,1.3970625104260434e+18,27,593.505859375,39.6,0.0,0.0,0.0
4086,1.3970625104260434e+18,32,307.0673828125,42.0,0.0,0.0,0.0
4106,1.3970625104260434e+18,03,-456.3161315917969,36.9,0.0,0.0,0.0
4107,1.3970625104260434e+18,08,234.07229614257807,33.0,0.0,0.0,0.0
4108,1.3970625104260434e+18,10,407.5337219238281,25.9,0.0,0.0,0.0
4109,1.3970625104260434e+18,28,-450.7398376464844,26.7,0.0,0.0,0.0
4118,1.3970625114260434e+18,02,-466.961669921875,38.6,0.0,0.0,0.0
4119,1.3970625114260434e+18,03,-463.7266845703125,45.2,0.0,0.0,0.0
4120,1.3970625114260434e+18,08,226.86544799804688,45.7,0.0,0.0,0.0
4121,1.3970625114260434e+18,10,400.69189453125,41.8,0.0,0.0,0.0
4122,1.3970625114260434e+18,21,-303.4422912597656,41.2,0.0,0.0,0.0
4123,1.3970625114260434e+18,27,586.171142578125,39.7,0.0,0.0,0.0
4124,1.3970625114260434e+18,32,300.4704284667969,40.4,0.0,0.0,0.0
4147,1.3970625114260434e+18,03,-463.51947021484375,38.3,0.0,0.0,0.0
4148,1.3970625114260434e+18,08,226.7883758544922,34.8,0.0,0.0,0.0
4149,1.3970625114260434e+18,10,399.9814453125,29.8,0.0,0.0,0.0
4150,1.3970625114260434e+18,27,585.77197265625,30.3,0.0,0.0,0.0
4151,1.3970625114260434e+18,28,-458.6522216796875,27.7,0.0,0.0,0.0
4164,1.3970625124260434e+18,02,-462.5753784179688,34.5,0.0,0.0,0.0
4165,1.3970625124260434e+18,03,-459.112060546875,46.0,0.0,0.0,0.0
4166,1.3970625124260434e+18,08,231.31784057617188,44.5,0.0,0.0,0.0
4167,1.3970625124260434e+18,10,403.8887939453125,37.1,0.0,0.0,0.0
4168,1.3970625124260434e+18,21,-298.02496337890625,40.3,0.0,0.0,0.0
4169,1.3970625124260434e+18,27,591.4232177734375,43.4,0.0,0.0,0.0
4170,1.3970625124260434e+18,28,-454.17388916015625,28.9,0.0,0.0,0.0
4171,1.3970625124260434e+18,32,304.9498596191406,39.7,0.0,0.0,0.0
4193,1.3970625124260434e+18,03,-457.7731018066406,38.1,0.0,0.0,0.0
4194,1.3970625124260434e+18,08,233.09120178222656,35.2,0.0,0.0,0.0
4195,1.3970625124260434e+18,27,592.58984375,31.3,0.0,0.0,0.0
4206,1.3970625134260434e+18,02,-463.1272277832031,34.4,0.0,0.0,0.0
4207,1.3970625134260434e+18,03,-460.2403259277344,43.3,0.0,0.0,0.0
4208,1.3970625134260434e+18,08,230.2839813232422,45.5,0.0,0.0,0.0
4209,1.3970625134260434e+18,10,402.9563598632813,32.7,0.0,0.0,0.0
4210,1.3970625134260434e+18,21,-300.219482421875,36.1,0.0,0.0,0.0
4211,1.3970625134260434e+18,27,589.802978515625,42.7,0.0,0.0,0.0
4212,1.3970625134260434e+18,28,-457.0188293457031,31.1,0.0,0.0,0.0
4213,1.3970625134260434e+18,32,303.5295104980469,42.5,0.0,0.0,0.0
4236,1.3970625134260434e+18,03,-460.16412353515625,35.0,0.0,0.0,0.0
4237,1.3970625134260434e+18,08,230.35113525390625,36.8,0.0,0.0,0.0
4238,1.3970625134260434e+18,27,589.7740478515625,33.8,0.0,0.0,0.0
4239,1.3970625134260434e+18,28,-455.708984375,23.9,0.0,0.0,0.0
4250,1.3970625144260434e+18,02,-463.8788757324219,32.3,0.0,0.0,0.0
4251,1.3970625144260434e+18,03,-461.09576416015625,39.9,0.0,0.0,0.0
4252,1.3970625144260434e+18,08,229.40264892578125,42.9,0.0,0.0,0.0
4253,1.3970625144260434e+18,10,401.3008117675781,31.5,0.0,0.0,0.0
4254,1.3970625144260434e+18,21,-301.301025390625,36.4,0.0,0.0,0.0
4255,1.3970625144260434e+18,27,588.8037109375,41.4,0.0,0.0,0.0
4256,1.3970625144260434e+18,28,-457.6658020019531,34.0,0.0,0.0,0.0
4257,1.3970625144260434e+18,32,302.324462890625,37.8,0.0,0.0,0.0
4278,1.3970625144260434e+18,03,-461.0190734863281,34.8,0.0,0.0,0.0
4279,1.3970625144260434e+18,08,229.50616455078125,34.3,0.0,0.0,0.0
4280,1.3970625144260434e+18,27,588.9075927734375,35.8,0.0,0.0,0.0
4281,1.3970625144260434e+18,28,-456.4606628417969,31.9,0.0,0.0,0.0
4282,1.3970625144260434e+18,32,302.99053955078125,21.4,0.0,0.0,0.0
4297,1.3970625154260434e+18,02,-464.05126953125,36.0,0.0,0.0,0.0
4298,1.3970625154260434e+18,03,-461.3467102050781,43.5,0.0,0.0,0.0
4299,1.3970625154260434e+18,08,229.0523681640625,44.7,0.0,0.0,0.0
4300,1.3970625154260434e+18,10,399.9116821289063,32.1,0.0,0.0,0.0
4301,1.3970625154260434e+18,21,-301.5867614746094,40.3,0.0,0.0,0.0
4302,1.3970625154260434e+18,27,588.2914428710938,43.0,0.0,0.0,0.0
4303,1.3970625154260434e+18,28,-457.59619140625,35.3,0.0,0.0,0.0
4304,1.3970625154260434e+18,32,300.7973327636719,38.9,0.0,0.0,0.0
4322,1.3970625154260434e+18,03,-461.3714599609375,38.5,0.0,0.0,0.0
4323,1.3970625154260434e+18,08,229.01649475097656,35.2,0.0,0.0,0.0
4324,1.3970625154260434e+18,27,588.1417846679688,35.3,0.0,0.0,0.0
4325,1.3970625154260434e+18,28,-457.29144287109375,32.1,0.0,0.0,0.0
4338,1.3970625164260434e+18,02,-465.8199157714844,34.9,0.0,0.0,0.0
4339,1.3970625164260434e+18,03,-463.0796508789063,39.4,0.0,0.0,0.0
4340,1.3970625164260434e+18,08,225.2352600097656,41.6,0.0,0.0,0.0
4341,1.3970625164260434e+18,10,399.4169006347656,31.3,0.0,0.0,0.0
4342,1.3970625164260434e+18,21,-302.7286682128906,38.1,0.0,0.0,0.0
4343,1.3970625164260434e+18,27,584.2871704101562,37.2,0.0,0.0,0.0
4344,1.3970625164260434e+18,28,-457.3994140625,29.6,0.0,0.0,0.0
4345,1.3970625164260434e+18,32,293.66119384765625,39.6,0.0,0.0,0.0
4360,1.3970625164260434e+18,03,-461.0695495605469,30.9,0.0,0.0,0.0
4361,1.3970625164260434e+18,08,228.0342254638672,30.3,0.0,0.0,0.0
4362,1.3970625164260434e+18,27,582.2056274414062,29.3,0.0,0.0,0.0
4363,1.3970625164260434e+18,28,-456.90667724609375,26.4,0.0,0.0,0.0
4364,1.3970625164260434e+18,32,301.1812744140625,23.8,0.0,0.0,0.0
4375,1.3970625174260434e+18,02,-454.2595520019531,34.1,0.0,0.0,0.0
4376,1.3970625174260434e+18,03,-451.60491943359375,42.4,0.0,0.0,0.0
4377,1.3970625174260434e+18,08,239.17059326171875,44.1,0.0,0.0,0.0
4378,1.3970625174260434e+18,10,400.4159240722656,27.2,0.0,0.0,0.0
4379,1.3970625174260434e+18,21,-292.2149658203125,38.4,0.0,0.0,0.0
4380,1.3970625174260434e+18,27,598.12158203125,40.8,0.0,0.0,0.0
4381,1.3970625174260434e+18,28,-455.0397338867188,28.9,0.0,0.0,0.0
4382,1.3970625174260434e+18,32,312.0541381835937,42.2,0.0,0.0,0.0
4401,1.3970625174260434e+18,03,-450.3448486328125,35.7,0.0,0.0,0.0
4402,1.3970625174260434e+18,08,240.3920440673828,30.7,0.0,0.0,0.0
4403,1.3970625174260434e+18,27,599.8085327148438,32.7,0.0,0.0,0.0
4404,1.3970625174260434e+18,28,-446.0637512207031,27.1,0.0,0.0,0.0
4413,1.3970625184260434e+18,02,-455.6234436035156,38.3,0.0,0.0,0.0
4414,1.3970625184260434e+18,03,-452.4517822265625,45.0,0.0,0.0,0.0
4415,1.3970625184260434e+18,08,238.53065490722656,44.5,0.0,0.0,0.0
4416,1.3970625184260434e+18,10,411.1208190917969,38.5,0.0,0.0,0.0
4417,1.3970625184260434e+18,21,-292.1941223144531,39.5,0.0,0.0,0.0
4418,1.3970625184260434e+18,27,597.9027099609375,41.1,0.0,0.0,0.0
4419,1.3970625184260434e+18,28,-448.3318786621094,31.7,0.0,0.0,0.0
4420,1.3970625184260434e+18,32,311.73944091796875,45.7,0.0,0.0,0.0
4438,1.3970625184260434e+18,03,-452.2749328613281,37.6,0.0,0.0,0.0
4439,1.3970625184260434e+18,08,237.51499938964844,34.8,0.0,0.0,0.0
4440,1.3970625184260434e+18,10,410.5789489746094,20.7,0.0,0.0,0.0
4441,1.3970625184260434e+18,27,598.0049438476562,34.2,0.0,0.0,0.0
4442,1.3970625184260434e+18,28,-447.976318359375,33.4,0.0,0.0,0.0
4443,1.3970625184260434e+18,32,311.7438659667969,28.0,0.0,0.0,0.0
4457,1.3970625194260434e+18,02,-458.99224853515625,35.4,0.0,0.0,0.0
4458,1.3970625194260434e+18,03,-456.1625061035156,43.9,0.0,0.0,0.0
4459,1.3970625194260434e+18,08,234.7779083251953,43.8,0.0,0.0,0.0
4460,1.3970625194260434e+18,10,407.79290771484375,40.0,0.0,0.0,0.0
4461,1.3970625194260434e+18,21,-296.1277160644531,40.6,0.0,0.0,0.0
4462,1.3970625194260434e+18,27,593.6304931640625,38.2,0.0,0.0,0.0
4463,1.3970625194260434e+18,28,-450.7485961914063,30.0,0.0,0.0,0.0
4464,1.3970625194260434e+18,32,308.3280334472656,42.0,0.0,0.0,0.0
4484,1.3970625194260434e+18,03,-456.3278503417969,35.4,0.0,0.0,0.0
4485,1.3970625194260434e+18,08,234.1360015869141,33.4,0.0,0.0,0.0
4486,1.3970625194260434e+18,10,406.8584289550781,30.2,0.0,0.0,0.0
4487,1.3970625194260434e+18,27,592.4879150390625,28.8,0.0,0.0,0.0
4488,1.3970625194260434e+18,28,-452.0522155761719,29.0,0.0,0.0,0.0
4489,1.3970625194260434e+18,32,308.6094970703125,27.0,0.0,0.0,0.0
4502,1.3970625204260431e+18,02,-455.0777893066406,38.3,0.0,0.0,0.0
4503,1.3970625204260431e+18,03,-453.4032287597656,44.0,0.0,0.0,0.0
4504,1.3970625204260431e+18,08,237.4659881591797,45.5,0.0,0.0,0.0
4505,1.3970625204260431e+18,10,410.2803649902344,39.7,0.0,0.0,0.0
4506,1.3970625204260431e+18,21,-293.4154052734375,42.1,0.0,0.0,0.0
4507,1.3970625204260431e+18,27,596.7689208984375,42.6,0.0,0.0,0.0
4508,1.3970625204260431e+18,28,-448.4365539550781,33.7,0.0,0.0,0.0
4509,1.3970625204260431e+18,32,310.8574523925781,43.5,0.0,0.0,0.0
4532,1.3970625204260431e+18,03,-455.4031677246094,33.4,0.0,0.0,0.0
4533,1.3970625204260431e+18,08,236.5980682373047,34.2,0.0,0.0,0.0
4534,1.3970625204260431e+18,10,411.1395568847656,29.2,0.0,0.0,0.0
4535,1.3970625204260431e+18,27,596.418212890625,33.1,0.0,0.0,0.0
4536,1.3970625204260431e+18,28,-446.2397766113281,29.2,0.0,0.0,0.0
4537,1.3970625204260431e+18,32,312.2025756835937,28.5,0.0,0.0,0.0
4550,1.3970625214260431e+18,02,-458.1503601074219,41.0,0.0,0.0,0.0
4551,1.3970625214260431e+18,03,-455.1061401367188,45.3,0.0,0.0,0.0
4552,1.3970625214260431e+18,08,236.03106689453125,45.1,0.0,0.0,0.0
4553,1.3970625214260431e+18,10,408.3663940429688,43.6,0.0,0.0,0.0
4554,1.3970625214260431e+18,21,-294.9831237792969,41.4,0.0,0.0,0.0
4555,1.3970625214260431e+18,27,595.132568359375,43.4,0.0,0.0,0.0
4556,1.3970625214260431e+18,28,-450.2824096679688,34.5,0.0,0.0,0.0
4557,1.3970625214260431e+18,32,309.11700439453125,43.4,0.0,0.0,0.0
4583,1.3970625214260431e+18,03,-455.0207214355469,37.7,0.0,0.0,0.0
4584,1.3970625214260431e+18,08,236.1272430419922,35.7,0.0,0.0,0.0
4585,1.3970625214260431e+18,10,408.3470458984375,32.8,0.0,0.0,0.0
4586,1.3970625214260431e+18,27,595.1942749023438,37.2,0.0,0.0,0.0
4587,1.3970625214260431e+18,28,-450.0517883300781,31.1,0.0,0.0,0.0
4601,1.3970625224260431e+18,02,-459.5374755859375,41.4,0.0,0.0,0.0
4602,1.3970625224260431e+18,03,-456.2454223632813,42.5,0.0,0.0,0.0
4603,1.3970625224260431e+18,08,234.8285369873047,46.3,0.0,0.0,0.0
4604,1.3970625224260431e+18,10,406.7239990234375,44.1,0.0,0.0,0.0
4605,1.3970625224260431e+18,21,-296.36944580078125,42.0,0.0,0.0,0.0
4606,1.3970625224260431e+18,27,593.8143920898438,44.8,0.0,0.0,0.0
4607,1.3970625224260431e+18,28,-451.8713684082031,32.2,0.0,0.0,0.0
4608,1.3970625224260431e+18,32,307.6072998046875,43.0,0.0,0.0,0.0
4633,1.3970625224260431e+18,03,-456.2583923339844,35.1,0.0,0.0,0.0
4634,1.3970625224260431e+18,08,234.9205780029297,35.1,0.0,0.0,0.0
4635,1.3970625224260431e+18,10,407.2402648925781,31.8,0.0,0.0,0.0
4636,1.3970625224260431e+18,27,593.9157104492188,35.7,0.0,0.0,0.0
4637,1.3970625224260431e+18,28,-450.7034301757813,29.5,0.0,0.0,0.0
4638,1.3970625224260431e+18,32,308.9662780761719,23.9,0.0,0.0,0.0
4655,1.3970625234260431e+18,02,-459.8403930664063,40.3,0.0,0.0,0.0
4656,1.3970625234260431e+18,03,-456.3784790039063,40.8,0.0,0.0,0.0
4657,1.3970625234260431e+18,08,234.69146728515625,48.0,0.0,0.0,0.0
4658,1.3970625234260431e+18,10,406.0931091308594,40.1,0.0,0.0,0.0
4659,1.3970625234260431e+18,21,-296.9828796386719,39.5,0.0,0.0,0.0
4660,1.3970625234260431e+18,27,593.573974609375,44.8,0.0,0.0,0.0
4661,1.3970625234260431e+18,28,-455.06829833984375,32.0,0.0,0.0,0.0
4662,1.3970625234260431e+18,32,307.22723388671875,45.2,0.0,0.0,0.0
4689,1.3970625234260431e+18,03,-456.4544067382813,38.2,0.0,0.0,0.0
4690,1.3970625234260431e+18,08,234.6549072265625,38.4,0.0,0.0,0.0
4691,1.3970625234260431e+18,10,406.2150268554688,34.8,0.0,0.0,0.0
4692,1.3970625234260431e+18,27,593.5750732421875,34.4,0.0,0.0,0.0
4693,1.3970625234260431e+18,28,-452.0776977539063,30.8,0.0,0.0,0.0
4694,1.3970625234260431e+18,32,307.2079467773437,27.9,0.0,0.0,0.0
4711,1.3970625244260431e+18,02,-459.8299865722656,43.7,0.0,0.0,0.0
4712,1.3970625244260431e+18,03,-456.2291259765625,44.0,0.0,0.0,0.0
4713,1.3970625244260431e+18,08,234.87161254882807,48.4,0.0,0.0,0.0
4714,1.3970625244260431e+18,10,405.8825073242188,40.2,0.0,0.0,0.0
4715,1.3970625244260431e+18,21,-296.6829528808594,43.1,0.0,0.0,0.0
4716,1.3970625244260431e+18,27,593.7039184570312,42.9,0.0,0.0,0.0
4717,1.3970625244260431e+18,28,-455.0207214355469,35.1,0.0,0.0,0.0
4718,1.3970625244260431e+18,32,307.0997314453125,46.9,0.0,0.0,0.0
4745,1.3970625244260431e+18,03,-456.24127197265625,39.0,0.0,0.0,0.0
4746,1.3970625244260431e+18,08,234.9589385986328,39.5,0.0,0.0,0.0
4747,1.3970625244260431e+18,10,406.1201171875,35.8,0.0,0.0,0.0
4748,1.3970625244260431e+18,27,593.6594848632812,36.4,0.0,0.0,0.0
4749,1.3970625244260431e+18,28,-452.1327209472656,31.5,0.0,0.0,0.0
4750,1.3970625244260431e+18,32,307.3353576660156,26.4,0.0,0.0,0.0
4769,1.3970625254260431e+18,02,-460.7261657714844,42.1,0.0,0.0,0.0
4770,1.3970625254260431e+18,03,-456.46881103515625,43.8,0.0,0.0,0.0
4771,1.3970625254260431e+18,08,234.2930908203125,47.2,0.0,0.0,0.0
4772,1.3970625254260431e+18,10,403.8150939941406,43.5,0.0,0.0,0.0
4773,1.3970625254260431e+18,21,-297.68707275390625,44.2,0.0,0.0,0.0
4774,1.3970625254260431e+18,27,592.2478637695312,41.6,0.0,0.0,0.0
4775,1.3970625254260431e+18,28,-454.172119140625,37.7,0.0,0.0,0.0
4776,1.3970625254260431e+18,32,305.3614501953125,44.0,0.0,0.0,0.0
4804,1.3970625254260431e+18,03,-456.6160888671875,34.4,0.0,0.0,0.0
4805,1.3970625254260431e+18,08,234.1652069091797,41.5,0.0,0.0,0.0
4806,1.3970625254260431e+18,10,403.8061218261719,34.6,0.0,0.0,0.0
4807,1.3970625254260431e+18,27,592.340087890625,31.9,0.0,0.0,0.0
4808,1.3970625254260431e+18,28,-454.9171447753906,33.2,0.0,0.0,0.0
4809,1.3970625254260431e+18,32,305.14385986328125,28.1,0.0,0.0,0.0
4825,1.3970625264260431e+18,02,-460.4751281738281,38.5,0.0,0.0,0.0
4826,1.3970625264260431e+18,03,-455.7578125,38.5,0.0,0.0,0.0
4827,1.3970625264260431e+18,08,234.5950164794922,45.1,0.0,0.0,0.0
4828,1.3970625264260431e+18,10,403.3482971191406,35.6,0.0,0.0,0.0
4829,1.3970625264260431e+18,21,-297.8621520996094,49.5,0.0,0.0,0.0
4830,1.3970625264260431e+18,27,592.9492797851562,35.4,0.0,0.0,0.0
4831,1.3970625264260431e+18,28,-458.9598083496094,32.7,0.0,0.0,0.0
4832,1.3970625264260431e+18,32,304.4815673828125,44.6,0.0,0.0,0.0
4860,1.3970625264260431e+18,03,-456.0784912109375,32.6,0.0,0.0,0.0
4861,1.3970625264260431e+18,08,234.5184783935547,40.2,0.0,0.0,0.0
4862,1.3970625264260431e+18,10,402.6380615234375,30.1,0.0,0.0,0.0
4863,1.3970625264260431e+18,27,592.5006713867188,28.5,0.0,0.0,0.0
4864,1.3970625264260431e+18,28,-455.03369140625,33.4,0.0,0.0,0.0
4865,1.3970625264260431e+18,32,304.54498291015625,30.3,0.0,0.0,0.0
4882,1.3970625274260431e+18,02,-459.7672424316406,38.4,0.0,0.0,0.0
4883,1.3970625274260431e+18,03,-454.55657958984375,42.0,0.0,0.0,0.0
4884,1.3970625274260431e+18,08,235.30316162109372,36.6,0.0,0.0,0.0
4885,1.3970625274260431e+18,10,400.8251037597656,30.3,0.0,0.0,0.0
4886,1.3970625274260431e+18,21,-297.1601257324219,51.0,0.0,0.0,0.0
4887,1.3970625274260431e+18,27,592.8567504882812,37.3,0.0,0.0,0.0
4888,1.3970625274260431e+18,28,-457.2989501953125,36.2,0.0,0.0,0.0
4889,1.3970625274260431e+18,32,304.22723388671875,46.8,0.0,0.0,0.0
4915,1.3970625274260431e+18,03,-454.6482238769531,36.8,0.0,0.0,0.0
4916,1.3970625274260431e+18,08,235.3465118408203,38.8,0.0,0.0,0.0
4917,1.3970625274260431e+18,10,402.0676879882813,26.8,0.0,0.0,0.0
4918,1.3970625274260431e+18,27,592.8429565429688,35.3,0.0,0.0,0.0
