,GPS_time,SatPRN,Pseudo_range,CN0,SatX,SatY,SatZ,Pos.X,Pos.Y,"Pos,Z",Lat,Lon,Alt
75,3272.3460625520675,03,-474.00299072265625,35.5,23126314.684360955,-12036033.884682884,4569498.247543014,4436976.1487882035,3085150.98112852,3376316.0099183526,32.16879658621589,34.8119465290147,48.48582611978054
76,3273.3460641270503,03,-472.2492370605469,50.2,23125939.928288378,-12035517.969615048,4572662.108966638,4436980.102177125,3085134.339027146,3376300.6489073783,32.16870935899627,34.811777735978346,35.0130898328498
77,3273.3460641270503,03,-472.2101135253906,35.0,23125939.928288378,-12035517.969615048,4572662.108966638,4436980.102177125,3085134.339027146,3376300.6489073783,32.16870935899627,34.811777735978346,35.0130898328498
78,3274.3460656970274,03,-471.4598693847656,50.5,23125564.873296898,-12035001.805134648,4575825.872056384,4436977.858601308,3085129.91732175,3376310.5956584765,32.16880625156883,34.81175282567809,36.612883226945996
79,3274.3460656970274,03,-471.4116821289063,37.3,23125564.873296898,-12035001.805134648,4575825.872056384,4436977.858601308,3085129.91732175,3376310.5956584765,32.16880625156883,34.81175282567809,36.612883226945996
80,3275.346067278064,03,-472.4721374511719,48.6,23125189.519422058,-12034485.391197722,4578989.536794875,4436986.927948711,3085123.376134497,3376305.538856168,32.16874982812663,34.81164099331953,37.062707350589335
81,3275.346067278064,03,-472.4517211914063,38.2,23125189.519422058,-12034485.391197722,4578989.536794875,4436986.927948711,3085123.376134497,3376305.538856168,32.16874982812663,34.81164099331953,37.062707350589335
82,3276.3460688530467,03,-472.6816101074219,47.8,23124813.866711963,-12033968.727777198,4582153.103059772,4435795.034919795,3085092.874743828,3375059.6331244637,32.16401991994922,34.81859079213524,-1469.315623022616
83,3276.3460688530467,03,-472.7202453613281,39.9,23124813.866711963,-12033968.727777198,4582153.103059772,4435795.034919795,3085092.874743828,3375059.6331244637,32.16401991994922,34.81859079213524,-1469.315623022616
84,3277.3460704099853,03,-472.6683044433594,44.7,23124437.915212646,-12033451.814843778,4585316.570744954,4437012.795961305,3085113.1184858084,3376316.153133782,32.16875699606324,34.81139513567477,55.73473674617708
85,3277.3460704099853,03,-472.7361450195313,37.1,23124437.915212646,-12033451.814843778,4585316.570744954,4437012.795961305,3085113.1184858084,3376316.153133782,32.16875699606324,34.81139513567477,55.73473674617708
86,3278.3460720030125,03,-471.05224609375,46.8,23124061.664945316,-12032934.65233387,4588479.939953472,4437014.026413344,3085098.0648919255,3376308.968664879,32.16873856370706,34.81125665045505,45.490321152843535
87,3278.3460720030125,03,-471.202880859375,39.4,23124061.664945316,-12032934.65233387,4588479.939953472,4437014.026413344,3085098.0648919255,3376308.968664879,32.16873856370706,34.81125665045505,45.490321152843535
88,3279.3460735660046,03,-470.0345153808594,46.3,23123685.11597658,-12032417.240245814,4591643.210407957,4437024.297678203,3085090.6477379766,3376319.576675513,32.16879938022975,34.81112991898979,54.69242999330163
89,3279.3460735660046,03,-470.0845336914063,37.4,23123685.11597658,-12032417.240245814,4591643.210407957,4437024.297678203,3085090.6477379766,3376319.576675513,32.16879938022975,34.81112991898979,54.69242999330163
90,3280.3460751280654,03,-468.5738525390625,46.5,23123308.26833701,-12031899.578529123,4594806.3821322825,4437018.532985832,3085080.490915709,3376311.6912207436,32.168789750164294,34.8110763967257,41.57991202734411
91,3280.3460751280654,03,-468.6243896484375,38.5,23123308.26833701,-12031899.578529123,4594806.3821322825,4437018.532985832,3085080.490915709,3376311.6912207436,32.168789750164294,34.8110763967257,41.57991202734411
92,3281.3460766940843,03,-466.363037109375,47.4,23122931.122066494,-12031381.667145435,4597969.455073737,4437030.470437154,3085071.6965372763,3376318.4081792138,32.168818070796256,34.81092759224406,49.2024973584339
93,3281.3460766940843,03,-466.4261779785156,38.0,23122931.122066494,-12031381.667145435,4597969.455073737,4437030.470437154,3085071.6965372763,3376318.4081792138,32.168818070796256,34.81092759224406,49.2024973584339
94,3282.346078247996,03,-464.9938354492188,45.0,23122553.677212585,-12030863.506067766,4601132.429113312,4437035.759378987,3085076.0683862176,3376318.7755293865,32.168788042990315,34.81093363722473,55.18649576604366
95,3282.346078247996,03,-465.03460693359375,34.9,23122553.677212585,-12030863.506067766,4601132.429113312,4437035.759378987,3085076.0683862176,3376318.7755293865,32.168788042990315,34.81093363722473,55.18649576604366
96,3283.346079798066,03,-464.29486083984375,43.1,23122175.933814075,-12030345.09525576,4604295.304208969,4437031.986644633,3085074.8152949074,3376314.296005103,32.16877215538789,34.8109455636337,49.57395616453141
97,3283.346079798066,03,-464.3477478027344,34.3,23122175.933814075,-12030345.09525576,4604295.304208969,4437031.986644633,3085074.8152949074,3376314.296005103,32.16877215538789,34.8109455636337,49.57395616453141
98,3284.3432975220494,31,-570.9761352539062,30.5,10448068.926281344,20484491.452334188,-13149429.630749414,4437034.256784109,3085067.23248288,3376323.5593652376,32.16885470193354,34.810865816791015,52.41939883492887
